frame,time
0,0.006473899993579835
1,0.024989600002299994
2,0.041565499996067956
3,0.058355199988000095
4,0.07540760000119917
5,0.0918662000040058
6,0.10852099998737685
7,0.1250636999902781
8,0.1416532000002917
9,0.15834299998823553
10,0.1753096999891568
11,0.1918874999973923
12,0.20849859999725595
13,0.2251082000148017
14,0.24170119999325834
15,0.2583440000016708
16,0.275887399999192
17,0.29188229999272153
18,0.30847769998945296
19,0.32505730001139455
20,0.34168040001532063
21,0.3584049000055529
22,0.37503240001387894
23,0.39168050000444055
24,0.4086005999997724
25,0.4256953000149224
26,0.44231139999465086
27,0.4584344000031706
28,0.4751209999958519
29,0.4918251000053715
30,0.5082422000123188
31,0.5251513000112027
32,0.5415854000020772
33,0.558230900001945
34,0.5749198000121396
35,0.5917421999911312
36,0.608770499995444
37,0.6257306000043172
38,0.6422979999915697
39,0.6587860000145156
40,0.6755690000136383
41,0.6916798999882303
42,0.7084173999901395
43,0.7255481999891344
44,0.7417260000074748
45,0.7582768000138458
46,0.7755534999887459
47,0.791634499997599
48,0.8083081000077073
49,0.8255618000112008
50,0.8423973000026308
51,0.8585884000058286
52,0.8749888000020292
53,0.8915884000016376
54,0.908769100002246
55,0.925640100002056
56,0.9416361000039615
57,0.9582715000142343
58,0.9751445000001695
59,0.9916466000140645
60,1.0084603000141215
61,1.025932799995644
62,1.041761200001929
63,1.0583826999936718
64,1.0749749999959022
65,1.0915654000127688
66,1.1083837999904063
67,1.1249439000093844
68,1.1415738000068814
69,1.1583179000008386
70,1.1752258999913465
71,1.1917232999985572
72,1.2082794999878388
73,1.2251009999890812
74,1.2419492999906652
75,1.2582716000033543
76,1.2751026999903843
77,1.2915581999986898
78,1.308263100014301
79,1.3251393999962602
80,1.3415122000151314
81,1.3585554999881424
82,1.3751574000052642
83,1.39155979998759
84,1.4083000000100583
85,1.4248329999973066
86,1.4416281000012532
87,1.4583838999969885
88,1.474993000010727
89,1.4914974000130314
90,1.5082229000108782
91,1.5254336000070907
92,1.541631200001575
93,1.5585049999936018
94,1.5751564000092912
95,1.5916329000028782
96,1.6084434000076726
97,1.625235999992583
98,1.6416541000071447
99,1.6584554000000935
100,1.6752118000003975
101,1.6918616000039037
102,1.708576200006064
103,1.725459300010698
104,1.7417328000010457
105,1.7582727000117302
106,1.774889299995266
107,1.7915628000046127
108,1.8082293999905232
109,1.8251121999928728
110,1.8419054000114556
111,1.8583070999884512
112,1.8750826999894343
113,1.891612300009001
114,1.9085498999920674
115,1.9255044999881648
116,1.9418643999961205
117,1.9581878999888431
118,1.9750768000085372
119,1.9916019999946002
120,2.0083787000039592
121,2.025239899987355
122,2.0417805000033695
123,2.058317899995018
124,2.0749825999955647
125,2.0915497000096366
126,2.1083121999981813
127,2.124907899997197
128,2.141562300006626
129,2.1581913999980316
130,2.1749062000017148
131,2.1918074999994133
132,2.2082339999906253
133,2.224966600013431
134,2.2418399000016507
135,2.2590924999967683
136,2.275513900007354
137,2.291689200006658
138,2.3083169999881648
139,2.3251141000073403
140,2.3418135000101756
141,2.3582404000044335
142,2.3751060999929905
143,2.3915864000155125
144,2.4083157000131905
145,2.425053899991326
146,2.441541700012749
147,2.4589799999957904
148,2.474782500008587
149,2.491512500011595
150,2.5081260000006296
151,2.5262394000019412
152,2.541599699994549
153,2.5589012000127696
154,2.5750189000100363
155,2.5921163999882992
156,2.6087668999971356
157,2.624945599993225
158,2.6421191999979783
159,2.658617100008996
160,2.675619399989955
161,2.6920685000077356
162,2.708457900007488
163,2.725288899993757
164,2.7419243000040296
165,2.7590974000049755
166,2.7755624999990687
167,2.7919409000023734
168,2.808521600003587
169,2.825059599999804
170,2.841667700005928
171,2.8586323999916203
172,2.875488799996674
173,2.8915939000144135
174,2.9082702999876346
175,2.9249973999976646
176,2.9416873000154737
177,2.9583371999906376
178,2.9750912000017706
179,2.991587900003651
180,3.0082769000146072
181,3.0249897000030614
182,3.041627900005551
183,3.0583063999947626
184,3.074996100011049
185,3.0922232000157237
186,3.1085063999926206
187,3.1248583999986295
188,3.141484699997818
189,3.1582430000125896
190,3.1749662999936845
191,3.1918613000016194
192,3.208334399998421
193,3.2250177999958396
194,3.241663199994946
195,3.2583915000141133
196,3.2750124000012875
197,3.2915359000035096
198,3.308238400000846
199,3.324970999994548
200,3.341725700011011
201,3.3585096999886446
202,3.375124699989101
203,3.391619300004095
204,3.4082128000154626
205,3.4249139000021387
206,3.4415951000119094
207,3.458370100008324
208,3.4750088000146206
209,3.491511600004742
210,3.508298200002173
211,3.524928600003477
212,3.5416490999923553
213,3.5582476000126917
214,3.575343700009398
215,3.591775500011863
216,3.6083273999975063
217,3.624846799997613
218,3.641496399999596
219,3.6582400999905076
220,3.674927000014577
221,3.6915805999888107
222,3.7083188999968115
223,3.72498440000345
224,3.741561400005594
225,3.758244700002251
226,3.774947099998826
227,3.791715600003954
228,3.8088949999946635
229,3.8254582000081427
230,3.8419107999943662
231,3.858656600001268
232,3.875079799996456
233,3.891616500011878
234,3.9082713999960106
235,3.9247560999938287
236,3.941564600012498
237,3.9582952999917325
238,3.975004200008698
239,3.991654799989192
240,4.008427099994151
241,4.025076799996896
242,4.041804700013017
243,4.058405399991898
244,4.074976500007324
245,4.091930099995807
246,4.108542300004046
247,4.124957699998049
248,4.1420829000126105
249,4.158472999988589
250,4.1750841999892145
251,4.191636200004723
252,4.208339900011197
253,4.224685799999861
254,4.241692799987504
255,4.26146670000162
256,4.2772488000046
257,4.292395600001328
258,4.310590900015086
259,4.327502500003902
260,4.344145999988541
261,4.360079200007021
262,4.376692099991487
263,4.393605599994771
264,4.409856699989177
265,4.42661070000031
266,4.443550099997083
267,4.459946299990406
268,4.476606999989599
269,4.493067500006873
270,4.509873300004983
271,4.526379399991129
272,4.543135899992194
273,4.559716299991123
274,4.5764193999930285
275,4.593284000002313
276,4.609962799993809
277,4.626449900009902
278,4.643331800005399
279,4.659791699989
280,4.677501300000586
281,4.693466900003841
282,4.709923699992942
283,4.726365000009537
284,4.743189100001473
285,4.759606400009943
286,4.776347200007876
287,4.793296399991959
288,4.809622600005241
289,4.826415299990913
290,4.842994200007524
291,4.859510899987072
292,4.877054000011412
293,4.894206900004065
294,4.910344300005818
295,4.92763200000627
296,4.943496199994115
297,4.960019799997099
298,4.976308200013591
299,4.992887500004144
300,5.009689200000139
301,5.026238299993565
302,5.042910399992252
303,5.059857399988687
304,5.0767685000027996
305,5.093464000005042
306,5.109799900004873
307,5.129002700006822
308,5.14433629999985
309,5.159768300014548
310,5.176349299988942
311,5.193157900008373
312,5.209550900006434
313,5.226154300005874
314,5.24297540000407
315,5.259745199989993
316,5.276154999999562
317,5.292799699993338
318,5.309965599997668
319,5.3264397000020836
320,5.343323500012048
321,5.36004870000761
322,5.376214299991261
323,5.3930878000101075
324,5.4096333000052255
325,5.426197699998738
326,5.442933699989226
327,5.459772000001976
328,5.476152599992929
329,5.492897799995262
330,5.509523599990644
331,5.526233500015223
332,5.54321540001547
333,5.55970119999256
334,5.576523499999894
335,5.5930003999965265
336,5.6094539999903645
337,5.626198599988129
338,5.643060000002151
339,5.65947210000013
340,5.676249899988761
341,5.693015800003195
342,5.709524500009138
343,5.72665880000568
344,5.743303600000218
345,5.759741599991685
346,5.776501100015594
347,5.793047100014519
348,5.809436200011987
349,5.826311899989378
350,5.842956500011496
351,5.859525800013216
352,5.876351999992039
353,5.892788400000427
354,5.909797300002538
355,5.926472299994202
356,5.942952699988382
357,5.959794700000202
358,5.976876300002914
359,5.993811399996048
360,6.01043049999862
361,6.026583099999698
362,6.042934500001138
363,6.059557800006587
364,6.076375400007237
365,6.092980599991279
366,6.1098075000045355
367,6.126244100014446
368,6.142976200004341
369,6.159941699996125
370,6.176834200014127
371,6.19320159999188
372,6.209689799987245
373,6.226511000015307
374,6.242884300008882
375,6.259779499989236
376,6.276351900014561
377,6.293067799997516
378,6.309671099996194
379,6.326529899990419
380,6.343366299988702
381,6.359892400010722
382,6.377183900011005
383,6.39330590001191
384,6.40984480001498
385,6.426398300012806
386,6.443109599989839
387,6.459884000010788
388,6.47656460001599
389,6.493058899999596
390,6.510325799987186
391,6.52648020000197
392,6.543355500005418
393,6.560677500005113
394,6.577029800013406
395,6.59375950001413
396,6.6105214999988675
397,6.627332200005185
398,6.644044699991355
399,6.660811700014165
400,6.678147700004047
401,6.6948376999935135
402,6.711535700014792
403,6.72909370000707
404,6.746349699998973
405,6.7636251999938395
406,6.781120500003453
407,6.792246500001056
408,6.815471100009745
409,6.834176400006982
410,6.845260400004918
411,6.861611500004074
412,6.8784752000065055
413,6.895968600001652
414,6.912132900004508
415,6.932118400000036
416,6.945649600005709
417,6.961925500014331
418,6.9793401999922935
419,6.996064500010107
420,7.012673899997026
421,7.028205600014189
422,7.04419409998809
423,7.061692699993728
424,7.078560099995229
425,7.095078200014541
426,7.112066400004551
427,7.129457700008061
428,7.1419866000069305
429,7.15949069999624
430,7.17521499999566
431,7.192068400006974
432,7.208760500012431
433,7.233167700003833
434,7.241462300007697
435,7.258239799994044
436,7.274653700005729
437,7.2913350999879185
438,7.3083671999920625
439,7.325181899999734
440,7.3417847999953665
441,7.358482000010554
442,7.375389399996493
443,7.391710500000045
444,7.4083796000049915
445,7.424897999997484
446,7.4416167000017595
447,7.458239200001117
448,7.474805900012143
449,7.491254399996251
450,7.508127900015097
451,7.524778899998637
452,7.541296500014141
453,7.558350400009658
454,7.575307999999495
455,7.591699799988419
456,7.608190300001297
457,7.624833000008948
458,7.641269799991278
459,7.658143300010124
460,7.674669700005325
461,7.691454299987527
462,7.708026200009044
463,7.7246112000138965
464,7.741319799999474
465,7.758127300010528
466,7.775364100001752
467,7.79134769999655
468,7.808187399990857
469,7.824875699996483
470,7.841574599995511
471,7.858151199994609
472,7.874659299995983
473,7.891272500011837
474,7.908018699992681
475,7.924656299990602
476,7.941448800003855
477,7.95803939999314
478,7.974746299994877
479,7.9915613000048324
480,8.0080244000128
481,8.024552199989557
482,8.041292300011264
483,8.058124600007432
484,8.074857500003418
485,8.091429899999639
486,8.108183400006965
487,8.124930099991616
488,8.141607600002317
489,8.158486400003312
490,8.17481610001414
491,8.19151810000767
492,8.208047799998894
493,8.224705100001302
494,8.241304099996341
495,8.258183199999621
496,8.274845500010997
497,8.291541499987943
498,8.308091699989745
499,8.324558399996022
500,8.341369500005385
501,8.358086299995193
502,8.374730799987447
