frame,time
503,8.391446900001029
504,8.40822750001098
505,8.424905499996385
506,8.4413099999947
507,8.458213700010674
508,8.474722399987513
509,8.491254499997012
510,8.508230200008256
511,8.524607500003185
512,8.541244799998822
513,8.558066400000826
514,8.574615099991206
515,8.591332699987106
516,8.608185599994613
517,8.625182699994184
518,8.641423199995188
519,8.658001300005708
520,8.674725499993656
521,8.691325599997072
522,8.708004799991613
523,8.72459960001288
524,8.741217500006314
525,8.757865799998399
526,8.774587299994892
527,8.791189999989001
528,8.808048700011568
529,8.824752299988177
530,8.84151369999745
531,8.85830980000901
532,8.874979699990945
533,8.891425300011178
534,8.90814159999718
535,8.924902500002645
536,8.941343499987852
537,8.958206600014819
538,8.974644600006286
539,8.991330599994399
540,9.008002799993847
541,9.024832700000843
542,9.041489399998682
543,9.058367899997393
544,9.074675699986983
545,9.091319099999964
546,9.107972500001779
547,9.12470570000005
548,9.141405700007454
549,9.158114799996838
550,9.174844699999085
551,9.191643900005147
552,9.208124199998565
553,9.22490060000564
554,9.24147740000626
555,9.258156900003087
556,9.274808399990434
557,9.291437200008659
558,9.308009800006403
559,9.32467150001321
560,9.341349499998614
561,9.358042100007879
562,9.374776300013764
563,9.39138380001532
564,9.40810309999506
565,9.424957300012466
566,9.441437200002838
567,9.458320400008233
568,9.474884700000985
569,9.491549900005339
570,9.507872699992731
571,9.524677100009285
572,9.541286699997727
573,9.557941200007917
574,9.574684699997306
575,9.591202799987514
576,9.607858900009887
577,9.624624499992933
578,9.641259700001683
579,9.658191099995747
580,9.67503929999657
581,9.691663600009633
582,9.708294500014745
583,9.724582499999087
584,9.741226300015114
585,9.758027900010347
586,9.774815000011586
587,9.791410300007556
588,9.808304200007115
589,9.824801999988267
590,9.841483700001845
591,9.85823410001467
592,9.874701799999457
593,9.891649700002745
594,9.907949199987343
595,9.924596900003962
596,9.941517300001578
597,9.957995000004303
598,9.974737899989123
599,9.991294000006747
600,10.007950700004585
601,10.025055600010091
602,10.041258000012022
603,10.058320500014815
604,10.074682200007373
605,10.091581399989082
606,10.108151599997655
607,10.124550200009253
608,10.141301099996781
609,10.157869499991648
610,10.174802299996372
611,10.191471800004365
612,10.207915200007847
613,10.224797300004866
614,10.241214600013336
615,10.258026199997403
616,10.27473820000887
617,10.291869500011671
618,10.308263899991289
619,10.324983500002418
620,10.3420807000075
621,10.35852259999956
622,10.3750044000044
623,10.391741500003263
624,10.407969899999443
625,10.424862699990626
626,10.44131059999927
627,10.461027899989858
628,10.478074399987236
629,10.49351430000388
630,10.509478399995714
631,10.52663149998989
632,10.543442599999253
633,10.559800799994264
634,10.576177800016012
635,10.59290799999144
636,10.609557799994946
637,10.626197800011141
638,10.642681400000583
639,10.659720499999821
640,10.67647860001307
641,10.693156199995428
642,10.710119700001087
643,10.726657799998065
644,10.743440999998711
645,10.759744300012244
646,10.776150199992117
647,10.792786100006197
648,10.80965360000846
649,10.826179099996807
650,10.842833600006998
651,10.859603299992159
652,10.876406499999575
653,10.893980399996508
654,10.909747600002447
655,10.926104000012856
656,10.943199700006517
657,10.959562100004405
658,10.976360600005137
659,10.992915100010578
660,11.009248699992895
661,11.025929199997336
662,11.04300659999717
663,11.05930019999505
664,11.07607760000974
665,11.093165099999169
666,11.10947359999409
667,11.126087899989216
668,11.143088999990141
669,11.159507000003941
670,11.176465299999109
671,11.193032899987884
672,11.209259600000223
673,11.226049899996724
674,11.242865400010487
675,11.259413799998583
676,11.27640760000213
677,11.292895899998257
678,11.309587099996861
679,11.326286199997412
680,11.343239400011953
681,11.359922900010133
682,11.376674600003753
683,11.393076900014421
684,11.409503600007156
685,11.426055999996606
686,11.442765999992844
687,11.460063000005903
688,11.476475900009973
689,11.492740899993805
690,11.509357700007968
691,11.526393700012704
692,11.54290659999242
693,11.559372199990321
694,11.576082200015662
695,11.592646700009936
696,11.60978180001257
697,11.626845899998443
698,11.642788199998904
699,11.659434400004102
700,11.676270800002385
701,11.692583199997898
702,11.709378200001083
703,11.726375800004462
704,11.742617600015365
705,11.759428599994862
706,11.77642680000281
707,11.792720199999167
708,11.809303499991074
709,11.826342999993358
710,11.842800799990073
711,11.859723000001395
712,11.876413199992385
713,11.892943300015759
714,11.909321499988437
715,11.92607859999407
716,11.942735899996478
717,11.960020700003952
718,11.97596650000196
719,11.99273820000235
720,12.009783599991351
721,12.025846800010186
722,12.042773599998327
723,12.059444300015457
724,12.07606650001253
725,12.092831999994814
726,12.109689600009006
727,12.126109700009692
728,12.143152500008
729,12.159431500011124
730,12.17601470000227
731,12.19308070000261
732,12.209342899994226
733,12.226053599995794
734,12.242668699997012
735,12.259193000005325
736,12.276257499994244
737,12.292674299998907
738,12.309513000014704
739,12.326402000006055
740,12.343872800003737
741,12.359776299999794
742,12.376420399989001
743,12.393127299990738
744,12.410053800005699
745,12.426670399989234
746,12.443101500015473
747,12.460028900008183
748,12.47704800000065
749,12.493447399989236
750,12.510170499997912
751,12.526965500001097
752,12.543484099995112
753,12.560190699994564
754,12.576942699990468
755,12.594115299987607
756,12.611063799995463
757,12.627962099999422
758,12.644759499991778
759,12.662445399997523
760,12.679195600008825
761,12.69575710000936
762,12.713770600006683
763,12.730358900007559
764,12.746827700000722
765,12.764251100015827
766,12.781226599996444
767,12.797905899991747
768,12.813242700009141
769,12.829366099991603
770,12.846114799991483
771,12.863156000006711
772,12.880340900010196
773,12.897888500010595
774,12.914695899991784
775,12.93072229999234
776,12.948078999994323
777,12.963554599991767
778,12.980375100014498
779,12.997048699995503
780,13.0149698999885
781,13.031530500011286
782,13.048043099988718
783,13.064850800001295
784,13.081406100012828
785,13.099119999998948
786,13.114920699998038
787,13.131741799996234
788,13.148991800000658
789,13.165141300007235
790,13.182013899990125
791,13.198816599993734
792,13.214902500010794
793,13.23066599998856
794,13.247001799987629
795,13.263467300013872
796,13.281847000005655
797,13.29877839999972
798,13.315051699988544
799,13.331755799998064
800,13.349198000010801
801,13.365618500014534
802,13.382417299988447
803,13.39948550000554
804,13.415435600007186
805,13.432356900011655
806,13.447801900008926
807,13.46637060001376
808,13.482240999990609
809,13.49243650000426
810,13.515225999988616
811,13.5340237999917
812,13.549948500003666
813,13.566330500005279
814,13.581150899990462
815,13.599385500012431
816,13.615887199994177
817,13.63296730001457
818,13.649210400006268
819,13.666397299995879
820,13.68289339999319
821,13.699174300010782
822,13.715778000012506
823,13.730658100015717
824,13.741944100009277
825,13.76442049999605
826,13.781277900008718
827,13.797798499988858
828,13.816446899989387
829,13.833004000014625
830,13.849991499999305
831,13.866828800004441
832,13.88244929999928
833,13.899652799998876
834,13.916462399996817
835,13.932994900009362
836,13.95083370001521
837,13.96707049998804
838,13.982976600003894
839,14.000124999991385
840,14.008709899993846
841,14.032774399995105
842,14.049639500008198
843,14.06728529999964
844,14.081723999988753
845,14.098369299987098
846,14.117615099996328
847,14.133763899997575
848,14.14872060000198
849,14.159562299988465
850,14.184186400001636
851,14.20088570000371
852,14.216405799990753
853,14.233672200003639
854,14.249906200013356
855,14.266044099989813
856,14.282069600012619
857,14.299345000006724
858,14.316238300001714
859,14.331707800010918
860,14.345364800014067
861,14.361524800013285
862,14.378787599998759
863,14.395032600004924
864,14.411197000008542
865,14.427946999989217
866,14.444573399989167
867,14.461561300005997
868,14.478464399988297
869,14.500815500010503
870,14.513842899992596
871,14.53051310000592
872,14.545897200005129
873,14.562790399999358
874,14.58027679999941
875,14.597174599999562
876,14.613575700001093
877,14.636654600006295
878,14.663804100011475
879,14.679513000010047
880,14.69650140000158
881,14.713650199992117
882,14.727536299993517
883,14.744062699988717
884,14.760639299987815
885,14.777464000013424
886,14.792331700009527
887,14.808166500006337
888,14.825409300014144
889,14.842078099987702
890,14.871120299998438
891,14.875181600014912
892,14.891013199987356
893,14.907692100008717
894,14.924610699992627
895,14.941330700006802
896,14.957817199989222
897,14.974576500011608
898,14.991110900009517
899,15.007870600005845
900,15.024509800015949
901,15.0413084999891
902,15.057907999987947
903,15.075354900007369
904,15.091236700012814
905,15.107848399988143
906,15.124604500015266
907,15.141225900006248
908,15.157921800011536
909,15.174626599997282
910,15.191218499996467
911,15.20793259999482
912,15.224600699992152
913,15.241403199994238
914,15.257949199993163
915,15.274732199992286
916,15.291454699996393
917,15.307717799994862
918,15.324587200011592
919,15.341182000003755
920,15.357915600005072
921,15.37447599999723
922,15.391099100001156
923,15.407811000011861
924,15.424613200011663
925,15.441291800001636
926,15.457833399996161
927,15.474775000009686
928,15.491354199999478
929,15.507787800015649
